sitecode,sernum,probsetting,Datet,yearday,Temp,Salinity,depth
DB01,4409,01,2020-07-31 07:00:00,    212.29,     49.08,99.999,20
DB01,4409,01,2020-07-31 08:00:00,    212.33,     49.08,99.999,20
DB01,4409,01,2020-07-31 09:00:00,    212.38,     49.08,99.999,20
DB01,4409,01,2020-07-31 10:00:00,    212.42,     49.08,99.999,20
DB01,4409,01,2020-07-31 11:00:00,    212.46,     49.08,99.999,20
DB01,4409,01,2020-07-31 12:00:00,    212.50,     49.08,99.999,20
DB01,4409,01,2020-07-31 13:00:00,    212.54,     49.08,99.999,20
DB01,4409,01,2020-07-31 14:00:00,    212.58,     49.08,99.999,20
DB01,4409,01,2020-07-31 15:00:00,    212.62,     49.08,99.999,20
DB01,4409,01,2020-07-31 16:00:00,    212.67,     49.08,99.999,20
DB01,4409,01,2020-07-31 17:00:00,    212.71,     49.08,99.999,20
DB01,4409,01,2020-07-31 18:00:00,    212.75,     49.08,99.999,20
DB01,4409,01,2020-07-31 19:00:00,    212.79,     49.08,99.999,20
DB01,4409,01,2020-07-31 20:00:00,    212.83,     49.08,99.999,20
DB01,4409,01,2020-07-31 21:00:00,    212.88,     49.08,99.999,20
DB01,4409,01,2020-07-31 22:00:00,    212.92,     49.08,99.999,20
DB01,4409,01,2020-07-31 23:00:00,    212.96,     49.08,99.999,20
DB01,4409,01,2020-08-01 00:00:00,    213.00,     49.08,99.999,20
DB01,4409,01,2020-08-01 01:00:00,    213.04,     49.08,99.999,20
DB01,4409,01,2020-08-01 02:00:00,    213.08,     49.08,99.999,20
DB01,4409,01,2020-08-01 03:00:00,    213.12,     49.08,99.999,20
DB01,4409,01,2020-08-01 04:00:00,    213.17,     49.08,99.999,20
DB01,4409,01,2020-08-01 05:00:00,    213.21,     49.08,99.999,20
DB01,4409,01,2020-08-01 06:00:00,    213.25,     49.08,99.999,20
DB01,4409,01,2020-08-01 07:00:00,    213.29,     49.08,99.999,20
DB01,4409,01,2020-08-01 08:00:00,    213.33,     49.08,99.999,20
