sitecode,sernum,probsetting,Datet,yearday,Temp,Salinity,depth
DB01,4409,02,2020-07-15 15:00:00,    196.62,     49.08,99.999,11
DB01,4409,02,2020-07-15 16:00:00,    196.67,     49.08,99.999,11
DB01,4409,02,2020-07-15 17:00:00,    196.71,     49.08,99.999,11
DB01,4409,02,2020-07-15 18:00:00,    196.75,     49.08,99.999,11
DB01,4409,02,2020-07-15 19:00:00,    196.79,     49.08,99.999,11
DB01,4409,02,2020-07-15 20:00:00,    196.83,     49.08,99.999,11
DB01,4409,02,2020-07-15 21:00:00,    196.88,     49.08,99.999,11
DB01,4409,02,2020-07-15 22:00:00,    196.92,     49.08,99.999,11
DB01,4409,02,2020-07-15 23:00:00,    196.96,     49.08,99.999,11
DB01,4409,02,2020-07-16 00:00:00,    197.00,     49.08,99.999,11
DB01,4409,02,2020-07-16 01:00:00,    197.04,     49.08,99.999,11
DB01,4409,02,2020-07-16 02:00:00,    197.08,     49.08,99.999,11
DB01,4409,02,2020-07-16 03:00:00,    197.12,     49.08,99.999,11
DB01,4409,02,2020-07-16 04:00:00,    197.17,     49.08,99.999,11
DB01,4409,02,2020-07-16 05:00:00,    197.21,     49.08,99.999,11
DB01,4409,02,2020-07-16 06:00:00,    197.25,     49.08,99.999,11
DB01,4409,02,2020-07-16 07:00:00,    197.29,     49.08,99.999,11
DB01,4409,02,2020-07-16 08:00:00,    197.33,     49.08,99.999,11
DB01,4409,02,2020-07-16 09:00:00,    197.38,     49.08,99.999,11
DB01,4409,02,2020-07-16 10:00:00,    197.42,     49.08,99.999,11
DB01,4409,02,2020-07-16 11:00:00,    197.46,     49.08,99.999,11
DB01,4409,02,2020-07-16 12:00:00,    197.50,     49.08,99.999,11
DB01,4409,02,2020-07-16 13:00:00,    197.54,     49.08,99.999,11
DB01,4409,02,2020-07-16 14:00:00,    197.58,     49.08,99.999,11
DB01,4409,02,2020-07-16 15:00:00,    197.62,     49.08,99.999,11
DB01,4409,02,2020-07-16 16:00:00,    197.67,     49.08,99.999,11
DB01,4409,02,2020-07-16 17:00:00,    197.71,     49.08,99.999,11
DB01,4409,02,2020-07-16 18:00:00,    197.75,     49.08,99.999,11
DB01,4409,02,2020-07-16 19:00:00,    197.79,     49.08,99.999,11
DB01,4409,02,2020-07-16 20:00:00,    197.83,     49.08,99.999,11
